title,section
2020 AI노믹스 산업지도머신비전에 AI 적용하니 MLCC·배터리 검사 날개,3
신년 여론조사어떻게 조사했나,0
71% 정부 일자리정책 못한다… 전면수정을,1
1월 1일 뉴스 9 헤드라인,2
2020 AI노믹스 산업지도 산업용로봇·스마트팩토리 AI 기술 적용 확산,3
신년 여론조사광주·전남 최대 규모 공동여론조사 그 의미는,0
경제 흔들 최대 외풍… 50% 미·중 무역전,1
‘울산선거 의혹’ 수사 제동…검찰 송병기 영장 재청구 검토,2
전시관이 통째 앱으로 들어왔다,3
진중권 조국 일가 수사는 인디언 기우제 아닌 고구마 캐기,0
10명중 6명 한국 디플레 진입… 올 경제 더 나빠질 것,1
만18세 53만명 투표 가능…교실의 정치화 우려,2
AI시대 법·제도 개혁 2020년이 골든타임,3
北 2017년 회귀…“새로운 전략무기 목격할 것”,0
이마트 겨울 패션 할인… 데이즈 최대 50% 싸게,1
전주 ‘얼굴 없는 천사’ 성금 훔친 일당 구속,2
LG전자 3조 새해 사상 최대 영업이익 도전,3
한국당 추미애 선거법 위반으로 고발…선거 개입 정황 의심,0
편의점 모바일 간편결제 증가… 올해 10% 넘을듯,1
포토 겨울바다에 풍덩… 새 마음으로 여는 경자년,2
2020 핫이슈해외윈도10 도래와 PC시장 변화,3
신년 여론조사광주·전남민 절반 제3지대 신당 부정적 …민주 65.4%지지도,0
보험설계사 정규직으로 뽑겠다…대형 GA 피플라이프의 파격 실험,1
전북 전주서 얼굴 없는 천사 성금 훔친 2명 구속,2
기획AI노믹스 시대 선제적 법제도 정비 당장 시작해야,3
2020 총선의 해 105일 변수는,0
스마트름뱅이 SIN藥신약 마이크형 건조기가 신발에 쏙…냄새·무좀 싹,1
토론회에서 만난 유시민·진중권,2
“새해인사 0시 맞춰 보내려 했는데…” 카톡 2시간 넘게 ‘먹통’,3
신년 여론조사 현역의원 평가 잘한다이개호·손금주·황주홍 상위 랭크,0
포르투갈 현지 에그타르트의 맛 마트서 즐긴다,1
담양서 시외버스터미널 정차 버스 2대 불···인명피해 없어,2
단독 KT 전 임원들 CEO 내정자에 “황창규 회장과 단절하라”,3
추미애 파격인사로 윤석열 손발 묶는다,0
아몬드의 반전… 전량 수입하는 한국 재가공해 수출 대박,1
금은방 2곳서 금목걸이 훔쳐 달아난 중학생 검거,2
인민일보가 새해 꼽은 中 인터넷 5大 키워드,3
신년 여론조사광주 현역 중진 고전…전남 민주비민주 현역 접전 예고종합,0
이마트24 제품 요기요에서 주문하세요,1
파주서 야생 멧돼지 ASF바이러스 검출…전국 56번째,2
보안 스타트업 새해 기대감 UP,3
신년 여론조사광주 동구남구갑·을 서구갑·을,0
쥐의 해… 롯데百 출산 앞둔 예비부모 위한 기획전,1
9잘하진 못해도 남에게 해를 끼치지 않는 삶···다시 땅에 충실하자 욕심 내지 말고 원유헌의 전원일기,2
새해부터 소아당뇨 관리기기 구입에 건보·의료급여 적용,3
신년 여론조사광주 북구갑·을 광산구갑·을,0
45만명에 노인맞춤돌봄…신규 신청은 3월부터 가능,1
한국 언론을 주제로 토론하는 유시민·진중권,2
새 출발 2020 다시 뛰는 기업들 휴대폰 폴더블폰 레벨 업…판매 8배 이상 증가,3
北 ‘새 전략무기’ 발언에…공식 반응않는 靑 내부선 “우려기대 공존”,0
대웅제약 나보타 中 임상3상 진행,1
인천 흉기 상해범 집에서 발견된 시신은 친구…금전 문제,2
중소벤처·소상공인 경쟁력 강화 위해 체질강화,3
빅매치 가능성에…李 기꺼이 黃 특정인 아닌 정권과 싸움,0
가구보러 왔다가 책도 읽고 가지요,1
토론회 참석한 유시민·진중권,2
대규모 범부처 사업 제대로···과기부 RD 바이오·헬스 투자 주목,3
민주당 지도부 고 노무현 전 대통령 묘역 참배,0
인사담당자가 본 새해 채용경기 ‘먹구름’,1
토론하는 유시민·진중권,2
쑥쑥 크는 8K 생태계…BOE 미디어텍 등 8K 협회 가세,3
고 노무현 전 대통령 묘역 찾은 민주당 지도부,0
피부 철벽같이 보호하는 철벽녀…3년 연속 홈쇼핑 화장품 히트상품,1
미소 보이는 유시민·진중권,2
2020 AI노믹스 산업지도 스마트공장 AI 적용 러시…5G 등 신기술 결합,3
고 노무현 전 대통령 묘역 찾은 이해찬 대표,0
중기부 스마트 대한민국 구축,1
송병기 구속영장 기각…검찰 울산시장 선거자금 추적,2
2019년 렌털 거래규모 4조원 MA로 시작해 MA로 끝났다,3
고 노무현 전 대통령 묘역 찾은 이해찬 대표,0
중기부 새해 맞아 홈페이지 새 단장,1
얼굴 없는 천사 성금 훔친 30대들 구속...도망 염려,2
2020 핫이슈해외애플 5G 시장 합류,3
고 노무현 전 대통령 묘역 찾은 민주당 지도부,0
올해 국민연금 수령액 月평균 2100원 올라,1
새해 첫 출근일은 흐림… 중국發 미세먼지로 공기 탁할 듯,2
2020 신년특집나 때는 말이다 2020년에 원더키디가 아버지를 찾아 우주로 나설 거라고 믿었다,3
민주당 지도부 고 노무현 전 대통령 묘역 참배,0
신한금융 SK그룹과 손잡고 두번째 사회적기업 펀드 조성,1
영하 추위에 정전 · 난방 끊겨…덜덜 떨며 맞은 새해,2
삼성 CES2020 전시 폐기물 ERI와 재활용 처리 작업 맞손,3
봉하마을 찾은 민주당 지도부,0
공공기관 낙하산 감사 막는다,1
함께 육아휴직 했는데…엇갈린 근로시간 단축 혜택,2
라이언 마사지쿠션 써보니.. 인테리어 효과에 안마까지 일석이조,3
봉하마을 찾은 민주당 지도부,0
박정원 초불확실성 시대 신사업으로 돌파하자,1
진중권 “조국 일가 의혹 인디언 기우제 아니라 고구마 캐기”,2
삼성전자 올해 폴더블폰 2개 신제품 내놓는다,3
봉하마을 찾은 민주당 지도부,0
김준 SK이노 사장 새해 첫 현장경영,1
새해 일출 바라보며 모두 다 잘 됐으면 좋겠습니다,2
정부 윈도우7 기술지원 종료 대비 종합상황실 운영,3
고 노무현 전 대통령 묘역 찾은 민주당 지도부,0
간편결제에 후불결제 도입 검토한다는데…소비자 편의 높아질 것 vs 리스크 관리 우려,1
국회 코앞 집회 가능해져…대체 입법안 처리 불투명,2
새해 첫날부터 카카오톡 먹통 2시간 만에 정상화,3
고 노무현 전 대통령 묘역 찾은 이인영 원내대표,0
코렌텍 인공무릎관절수술 연구…의료 로봇업체 큐렉소와 공동 진행,1
김주하의 1월 1일 이 한 장의 사진,2
애플 홈팟같은 맥북프로용 오디오 개발추진,3
문 대통령 의인들과 해맞이…“국민이 행복한 한 해”,0
뻔한 달력 대신…100년 전 줄자·목장갑 선물하는 이유,1
뉴스데스크 클로징,2
日 中 첨단 통신장비 사용 제한 새 법률 만든다,3
뉴스초점 김정은 충격적 실제행동 넘어갈 것…대화 여지도,0
중기부 홈페이지 고객 맞춤형으로 단장,1
투쟁 끝에 복직의 기쁨…한편에선 여전한 기다림,2
아시아나항공 수출 화물 싣고 새해 첫 비행,3
北 신형무기 공언에 정치권 우려…경악 vs 북미대화 촉구,0
鐵의 옷 벗고 사업 다각화… 시장 침체 돌파구 찾는다,1
내일 미세먼지 나쁨…당분간 평년보다 포근,2
올해 과학기술·ICT 연구에 5조1천929억원 투입,3
김정은 신년사 처음 거르고 전원회의로 대체…충격요법종합,0
친환경·스마트 선박시대 열어… 80억 달러 LNG 잭팟 기대도,1
얼굴 없는 천사 기부금 훔친 일당 구속,2
2020년 4.15총선지역별 관전포인트인천광역시,3
北 올해도 대규모 새해 축하공연…불꽃놀이에 드론까지,0
현대상선 디얼라이언스 가입… 초대형 컨테이너선 도입까지,1
날씨 새해 첫 주 큰 추위 없어…내일 오후 스모그 유입,2
2020년 4.15총선지역별 관전포인트경기도,3
유승민 “늦어도 2월 초까지는 중도보수세력 힘 합쳐야”,0
세상이 변했다… 에너지·소재 등 脫정유화 주력,1
전국 해돋이 명소 인산인해…제주선 바다에 풍덩,2
새해 5G 데이터 무제한은 8만원대..중저가는 알뜰폰에서,3
이도훈비건 전화 통화…北 전원회의 결과 논의,0
신정법 계류… 금융데이터 유통 지원기관 필요,1
한파 꺾이지만…추위 대신 연초 불청객 미세먼지 온다,2
카카오톡 정초부터 2시간 오류… 비상대응모드 문제 있었다,3
단독 ‘새얼굴’로 사법개혁 겨눈 민주… 사법농단 알린 이탄희는 영입 불발,0
逆성장 막을 대책은 혁신뿐,1
얼굴 없는 천사 성금 훔친 2명 구속…법원 도망 염려,2
韓 AI 기술·인재 등 부족…지속적 발전 정책 필요,3
靑 6일 비서관 인사 단행할 듯…윤건영 서울 구로을 출마 유력,0
DLF사태에 불신 고조… 올해 화두는 고객,1
금 구입 할게요 주인 속여 이틀연속 금은방 턴 10대 검거,2
2020 핫이슈해외글로벌 양자컴퓨팅 대전 서막,3
북한 노동신문 당 전원회의 1면 게재,0
은행 지점 온라인 맞서 변신하라 국제금융센터의 경고,1
자율포장대 ‘포장용 테이프’ 사라진 첫 날 ‘혼란’,2
2020 핫이슈해외글로벌 5G 칩 대결 가속화,3
문재인 대통령 “새해엔 더 행복… 정부가 앞장서 노력할 것”,0
임금체불땐 가입 불가 … 뿌리기업 지원 우대,1
이용섭 광주시장 신년 떡국 나눔 봉사,2
2020 핫이슈국내5G 단독모드 28GHz 상용화 등 서비스 진화,3
3인칭 · 수위 조절…육성 신년사 생략한 김정은의 노림수는 뉴스,0
美·中 무역합의 효과 제한적 먹구름 잔뜩 낀 韓 수출 앞날,1
악기 케이스에 몸 숨겨…카를로스 곤 전 닛산 회장의 일본 탈출극,2
2020 핫이슈국내클라우드 경쟁 점입가경,3
문희상 공수처법 대통령 세 분 꿈 현실로…난 할 일 했다,0
정규직 채용 규모 작년보다 줄어들 것,1
극단적 선택을 하려다… 이춘재 우발적 범행 주장,2
2020 핫이슈국내개방형OS 도입 확산,3
김정은 “머지 않아 새 전략무기 목격할 것”…협상 여지는 남겨둬,0
기재부 한국물가정보에 가격조사 개선 경고장,1
정하영 시장 김포시민행복 프로젝트 ‘돌입’,2
LG CNS 조직개편 기술·서비스에 방점…디지털혁신 이끈다,3
김정은 “충격 행동할 것”…핵·경제 병진 회귀,0
6개 노인돌봄사업 통합…올해 45만명 지원한다,1
여수→서울 남도해양열차 전력공급 차질로 순천서 멈춰,2
아이폰 노치 사라지나…노치 없앤 디스플레이 특허 출원,3
김정은 대남 메시지 없어…남쪽 역할 한계 실망감 반영된 듯,0
전문가 설문 “올 2.4% 성장 어렵다” 63%… 文정부 3대정책 모두 낙제,1
이춘재 죽으러 야산 갔다 초등생 마주쳐 범행 주장,2
스마트폰 품질 보증기간 1년→2년으로 확대…삼성 번인 제외,3
아무도 몰랐던 의외의 선택…김도읍 불출마 진짜 이유,0
작년 수출액 5424억 달러… 전년比 하락폭 10년來 최대,1
인천 흉기 상해범 집에서 발견된 시신은 친구,2
이광식의 천문학 놓치면 억울할 2020년 10가지 ‘우주 쇼’,3
김도읍 불출마…나가야 할 사람은 버티고 답답한 한국당,0
뜨거운 태양처럼… 솟아라 한국 경제,1
신년사 양윤경 서귀포시장 “시민·현장·민생 중심 시정 최선”,2
작년 반도체 수출 전년 대비 25.9% 급락,3
김도읍 불출마에 ‘한국당 후보 공백’ 요동치는 북강서을,0
해외시장 잡으려면 Z세대 사로잡아라,1
오늘 이 뉴스 노끈과 테이프 못 드립니다…마트 가서 당황하지 마세요  2020 달라지는 것들,2
2019년 수출 급감 반도체 25.9% 하락,3
보수진영 통합 주도권 싸움 재점화,0
직장인들 밥값 줄였나 9월 음식점 카드사용 6년7개월만에 감소,1
작은 소망 담아서…새해 1호 탄생의 순간들,2
작년 수출 부진 반도체 급락,3
민주당 지지율 ‘한국당 2배’…부산·울산·경남도 15%p 높아,0
유료방송 합병 마무리 수순… 쫓기는 KT 반격 시작하나,1
얼굴없는 천사 성금 2인조 절도범 구속...法 도망우려,2
2019년 반도체 수출 전년대비 25.9% 급락,3
김정은 “허리띠 졸라매 존엄 지키자”,0
파업 백기 든 르노삼성車 노조…노사 협상 나설 듯,1
1월 1일 뉴스A 클로징격려와 비판,2
작년 수출 10.3% 하락 반도체 25.9% 급락,3
문재인 대통령 산행으로 4년차 시작...靑 대북 메시지 신중,0
마켓컬리 올해도 퀀텀점프 이어간다,1
김주하의 1월 1일 뉴스초점복지부동 없어야 나라가 산다,2
작년 수출 두 자릿수 감소 반도체 25.9%급락,3
북한 ‘무기개발 지휘’ 리병철 정치국 위원 승진,0
20년 재무 베테랑도 구직 실패…재취업 끈 놓은 40代 4만명 늘어,1
사업가 납치·살해…국제PJ파 부두목 공개 수배,2
작년 수출 부진 수출 최대품목 반도체 25.9%급락,3
“아들 공천” 공격에도 문희상 “떳떳하고 당당… 자랑스럽다”,0
제품에 그들의 얘기를 담아라,1
날씨주말까지 미세먼지 ‘나쁨’…다음 주 전국 ‘눈·비’,2
2019년 수출 최대품목인 반도체 25.9% 급락,3
한국당 울산시장 선거개입 의혹 관련 추미애 고발,0
규제 만든뒤 탈나자 완화…이런 난센스로 기업 괴롭혀선 안돼,1
전광훈 신년 집회서 총선용 발언…2일 영장심사,2
작년 수출 10년만에 최대폭 하락 반도체 25.9% 급락,3
유승민 “2년 전 결혼 잘못해 고생…창당정신 하나 갖고나와”,0
31개국 3040 영리더십…10년 넘는 정치경력으로 기득권 허문다,1
